sampled_at_utc	tcfs_pids	s3_established_sockets	highwater	limit
2026-05-14T02:59:01Z	14080,93467	9	10	8
2026-05-14T02:59:06Z	14093,93467	9	10	8
2026-05-14T02:59:11Z	14117,93467	9	10	8
2026-05-14T02:59:16Z	14137,93467	9	10	8
2026-05-14T02:59:22Z	14150,93467	9	10	8
2026-05-14T02:59:27Z	14163,93467	9	10	8
2026-05-14T02:59:32Z	14190,93467	9	10	8
2026-05-14T02:59:37Z	14295,93467	8	10	8
2026-05-14T02:59:42Z	14314,93467	8	10	8
2026-05-14T02:59:47Z	14331,93467	8	10	8
2026-05-14T02:59:52Z	14344,93467	9	10	8
2026-05-14T02:59:57Z	14358,93467	9	10	8
2026-05-14T03:00:02Z	14397,93467	9	10	8
2026-05-14T03:00:07Z	15683,93467	9	10	8
2026-05-14T03:00:12Z	15702,93467	9	10	8
2026-05-14T03:00:17Z	15762,93467	9	10	8
2026-05-14T03:00:22Z	15780,93467	9	10	8
2026-05-14T03:00:27Z	15801,93467	9	10	8
2026-05-14T03:00:32Z	15819,93467	9	10	8
2026-05-14T03:00:38Z	15839,93467	8	10	8
2026-05-14T03:00:43Z	15856,93467	8	10	8
2026-05-14T03:00:48Z	15875,93467	8	10	8
2026-05-14T03:00:53Z	15899,93467	9	10	8
2026-05-14T03:00:58Z	15923,93467	9	10	8
2026-05-14T03:01:03Z	15940,93467	9	10	8
2026-05-14T03:01:08Z	15957,93467	9	10	8
2026-05-14T03:01:13Z	15979,93467	9	10	8
2026-05-14T03:01:18Z	15992,93467	8	10	8
2026-05-14T03:01:23Z	16007,93467	8	10	8
2026-05-14T03:01:28Z	16024,93467	8	10	8
2026-05-14T03:01:33Z	16047,93467	8	10	8
2026-05-14T03:01:38Z	16307,93467	8	10	8
2026-05-14T03:01:43Z	16475,93467	8	10	8
2026-05-14T03:01:49Z	16582,93467	8	10	8
2026-05-14T03:01:54Z	16599,93467	8	10	8
2026-05-14T03:01:59Z	16629,93467	8	10	8
2026-05-14T03:02:04Z	16653,93467	8	10	8
2026-05-14T03:02:09Z	16709,93467	8	10	8
2026-05-14T03:02:14Z	16749,93467	8	10	8
2026-05-14T03:02:19Z	16766,93467	8	10	8
2026-05-14T03:02:24Z	16786,93467	8	10	8
2026-05-14T03:02:29Z	16799,93467	8	10	8
2026-05-14T03:02:34Z	16823,93467	8	10	8
2026-05-14T03:02:39Z	16840,93467	9	10	8
2026-05-14T03:02:44Z	16853,93467	9	10	8
2026-05-14T03:02:49Z	16871,93467	9	10	8
2026-05-14T03:02:54Z	16888,93467	9	10	8
2026-05-14T03:02:59Z	16904,93467	9	10	8
2026-05-14T03:03:05Z	16930,93467	9	10	8
2026-05-14T03:03:10Z	16949,93467	9	10	8
2026-05-14T03:03:15Z	16966,93467	9	10	8
2026-05-14T03:03:20Z	16984,93467	9	10	8
2026-05-14T03:03:25Z	17001,93467	9	10	8
2026-05-14T03:03:30Z	17026,93467	9	10	8
2026-05-14T03:03:35Z	17040,93467	8	10	8
2026-05-14T03:03:40Z	17057,93467	8	10	8
2026-05-14T03:03:45Z	17074,93467	8	10	8
2026-05-14T03:03:50Z	17099,93467	8	10	8
2026-05-14T03:03:55Z	17116,93467	8	10	8
2026-05-14T03:04:00Z	17130,93467	9	10	8
2026-05-14T03:04:05Z	17143,93467	9	10	8
2026-05-14T03:04:10Z	17162,93467	9	10	8
2026-05-14T03:04:15Z	17178,93467	9	10	8
2026-05-14T03:04:21Z	17195,93467	8	10	8
2026-05-14T03:04:26Z	17210,93467	8	10	8
2026-05-14T03:04:31Z	17227,93467	9	10	8
2026-05-14T03:04:36Z	17245,93467	9	10	8
2026-05-14T03:04:41Z	17264,93467	9	10	8
2026-05-14T03:04:46Z	17279,93467	9	10	8
2026-05-14T03:04:51Z	17296,93467	9	10	8
2026-05-14T03:04:56Z	17316,93467	9	10	8
2026-05-14T03:05:01Z	17341,93467	9	10	8
2026-05-14T03:05:06Z	17358,93467	8	10	8
2026-05-14T03:05:11Z	17377,93467	8	10	8
2026-05-14T03:05:17Z	17390,93467	8	10	8
2026-05-14T03:05:22Z	17419,93467	8	10	8
2026-05-14T03:05:27Z	17438,93467	9	10	8
2026-05-14T03:05:32Z	17452,93467	9	10	8
2026-05-14T03:05:37Z	17470,93467	9	10	8
2026-05-14T03:05:42Z	17487,93467	9	10	8
2026-05-14T03:05:47Z	17500,93467	9	10	8
2026-05-14T03:05:52Z	17514,93467	8	10	8
2026-05-14T03:05:57Z	17537,93467	8	10	8
2026-05-14T03:06:02Z	17556,93467	8	10	8
2026-05-14T03:06:07Z	17577,93467	8	10	8
2026-05-14T03:06:12Z	17600,93467	8	10	8
2026-05-14T03:06:17Z	17620,93467	8	10	8
2026-05-14T03:06:22Z	17639,93467	8	10	8
2026-05-14T03:06:28Z	17652,93467	8	10	8
2026-05-14T03:06:33Z	17666,93467	8	10	8
2026-05-14T03:06:38Z	17682,93467	8	10	8
2026-05-14T03:06:43Z	17851,93467	8	10	8
2026-05-14T03:06:48Z	17955,93467	8	10	8
2026-05-14T03:06:53Z	18219,93467	8	10	8
2026-05-14T03:06:58Z	18324,93467	9	10	8
2026-05-14T03:07:03Z	18394,93467	9	10	8
2026-05-14T03:07:08Z	18410,93467	9	10	8
2026-05-14T03:07:13Z	18428,93467	9	10	8
2026-05-14T03:07:18Z	18466,93467	8	10	8
2026-05-14T03:07:23Z	18512,93467	8	10	8
2026-05-14T03:07:28Z	18549,93467	8	10	8
2026-05-14T03:07:33Z	18571,93467	9	10	8
2026-05-14T03:07:39Z	18594,93467	9	10	8
2026-05-14T03:07:44Z	18607,93467	9	10	8
2026-05-14T03:07:49Z	18621,93467	8	10	8
2026-05-14T03:07:54Z	18642,93467	8	10	8
2026-05-14T03:07:59Z	18655,93467	8	10	8
2026-05-14T03:08:04Z	18674,93467	9	10	8
2026-05-14T03:08:09Z	18698,93467	9	10	8
2026-05-14T03:08:14Z	18711,93467	9	10	8
2026-05-14T03:08:19Z	18724,93467	9	10	8
2026-05-14T03:08:24Z	18746,93467	9	10	8
2026-05-14T03:08:29Z	18759,93467	9	10	8
2026-05-14T03:08:34Z	18780,93467	9	10	8
2026-05-14T03:08:39Z	18793,93467	9	10	8
2026-05-14T03:08:45Z	18806,93467	9	10	8
2026-05-14T03:08:50Z	18819,93467	9	10	8
2026-05-14T03:08:55Z	18840,93467	9	10	8
2026-05-14T03:09:00Z	18853,93467	9	10	8
2026-05-14T03:09:05Z	18870,93467	8	10	8
2026-05-14T03:09:10Z	18883,93467	8	10	8
2026-05-14T03:09:15Z	18896,93467	8	10	8
2026-05-14T03:09:20Z	18909,93467	8	10	8
2026-05-14T03:09:25Z	18922,93467	8	10	8
2026-05-14T03:09:30Z	18936,93467	8	10	8
2026-05-14T03:09:35Z	18949,93467	8	10	8
2026-05-14T03:09:40Z	18962,93467	8	10	8
2026-05-14T03:09:46Z	18975,93467	9	10	8
2026-05-14T03:09:51Z	18988,93467	9	10	8
2026-05-14T03:09:56Z	19001,93467	9	10	8
2026-05-14T03:10:01Z	19018,93467	9	10	8
2026-05-14T03:10:06Z	19037,93467	8	10	8
2026-05-14T03:10:11Z	19050,93467	8	10	8
2026-05-14T03:10:16Z	19063,93467	9	10	8
2026-05-14T03:10:21Z	19076,93467	9	10	8
2026-05-14T03:10:26Z	19089,93467	9	10	8
2026-05-14T03:10:31Z	19109,93467	9	10	8
2026-05-14T03:10:36Z	19124,93467	9	10	8
2026-05-14T03:10:41Z	19137,93467	9	10	8
2026-05-14T03:10:46Z	19153,93467	9	10	8
2026-05-14T03:10:52Z	19166,93467	8	10	8
2026-05-14T03:10:57Z	19179,93467	8	10	8
2026-05-14T03:11:02Z	19195,93467	9	10	8
2026-05-14T03:11:07Z	19208,93467	9	10	8
2026-05-14T03:11:12Z	19224,93467	9	10	8
2026-05-14T03:11:17Z	19239,93467	9	10	8
2026-05-14T03:11:22Z	19254,93467	8	10	8
2026-05-14T03:11:27Z	19273,93467	8	10	8
2026-05-14T03:11:32Z	19289,93467	8	10	8
2026-05-14T03:11:37Z	19302,93467	9	10	8
2026-05-14T03:11:42Z	19318,93467	9	10	8
2026-05-14T03:11:47Z	19379,93467	9	10	8
2026-05-14T03:11:53Z	19594,93467	9	10	8
2026-05-14T03:11:58Z	19761,93467	9	10	8
2026-05-14T03:12:03Z	19869,93467	9	10	8
2026-05-14T03:12:08Z	19889,93467	9	10	8
2026-05-14T03:12:13Z	19905,93467	9	10	8
2026-05-14T03:12:18Z	19928,93467	9	10	8
2026-05-14T03:12:23Z	19972,93467	9	10	8
2026-05-14T03:12:28Z	20028,93467	9	10	8
2026-05-14T03:12:33Z	20044,93467	8	10	8
2026-05-14T03:12:38Z	20074,93467	8	10	8
2026-05-14T03:12:43Z	20089,93467	8	10	8
2026-05-14T03:12:48Z	20102,93467	8	10	8
2026-05-14T03:12:53Z	20119,93467	8	10	8
2026-05-14T03:12:59Z	20132,93467	8	10	8
2026-05-14T03:13:04Z	20148,93467	8	10	8
2026-05-14T03:13:09Z	20163,93467	8	10	8
2026-05-14T03:13:14Z	20180,93467	8	10	8
2026-05-14T03:13:19Z	20195,93467	8	10	8
2026-05-14T03:13:24Z	20208,93467	8	10	8
2026-05-14T03:13:29Z	20225,93467	8	10	8
2026-05-14T03:13:34Z	20245,93467	8	10	8
2026-05-14T03:13:39Z	20259,93467	8	10	8
2026-05-14T03:13:44Z	20272,93467	8	10	8
2026-05-14T03:13:49Z	20287,93467	8	10	8
2026-05-14T03:13:54Z	20300,93467	8	10	8
2026-05-14T03:14:00Z	20317,93467	8	10	8
2026-05-14T03:14:05Z	20333,93467	8	10	8
2026-05-14T03:14:10Z	20346,93467	8	10	8
2026-05-14T03:14:15Z	20359,93467	8	10	8
2026-05-14T03:14:20Z	20372,93467	9	10	8
2026-05-14T03:14:25Z	20402,93467	9	10	8
2026-05-14T03:14:30Z	20425,93467	9	10	8
2026-05-14T03:14:35Z	20439,93467	9	10	8
2026-05-14T03:14:40Z	20452,93467	9	10	8
2026-05-14T03:14:45Z	20473,93467	9	10	8
2026-05-14T03:14:50Z	20488,93467	9	10	8
2026-05-14T03:14:55Z	20505,93467	9	10	8
2026-05-14T03:15:00Z	20522,93467	9	10	8
2026-05-14T03:15:06Z	20557,93467	9	10	8
2026-05-14T03:15:11Z	20570,93467	9	10	8
2026-05-14T03:15:16Z	20602,93467	9	10	8
2026-05-14T03:15:21Z	20628,93467	9	10	8
2026-05-14T03:15:26Z	20645,93467	9	10	8
2026-05-14T03:15:31Z	20659,93467	9	10	8
2026-05-14T03:15:36Z	20672,93467	9	10	8
2026-05-14T03:15:41Z	20685,93467	9	10	8
2026-05-14T03:15:46Z	20707,93467	9	10	8
2026-05-14T03:15:51Z	20722,93467	8	10	8
2026-05-14T03:15:56Z	20735,93467	9	10	8
2026-05-14T03:16:01Z	20749,93467	9	10	8
2026-05-14T03:16:07Z	20762,93467	9	10	8
2026-05-14T03:16:12Z	20775,93467	9	10	8
2026-05-14T03:16:17Z	20788,93467	9	10	8
2026-05-14T03:16:22Z	20816,93467	8	10	8
2026-05-14T03:16:27Z	20829,93467	8	10	8
2026-05-14T03:16:32Z	20846,93467	8	10	8
2026-05-14T03:16:37Z	20865,93467	8	10	8
2026-05-14T03:16:42Z	20882,93467	8	10	8
2026-05-14T03:16:47Z	20895,93467	8	10	8
2026-05-14T03:16:52Z	20908,93467	8	10	8
2026-05-14T03:16:57Z	21141,93467	8	10	8
2026-05-14T03:17:02Z	21308,93467	9	10	8
2026-05-14T03:17:07Z	21445,93467	9	10	8
2026-05-14T03:17:13Z	21458,93467	9	10	8
2026-05-14T03:17:18Z	21474,93467	9	10	8
2026-05-14T03:17:23Z	21487,93467	9	10	8
2026-05-14T03:17:28Z	21523,93467	9	10	8
2026-05-14T03:17:33Z	21580,93467	8	10	8
2026-05-14T03:17:38Z	21614,93467	8	10	8
2026-05-14T03:17:43Z	21630,93467	8	10	8
2026-05-14T03:17:48Z	21645,93467	8	10	8
2026-05-14T03:17:53Z	21658,93467	8	10	8
2026-05-14T03:17:58Z	21674,93467	8	10	8
2026-05-14T03:18:03Z	21698,93467	8	10	8
2026-05-14T03:18:09Z	21713,93467	8	10	8
2026-05-14T03:18:14Z	21728,93467	8	10	8
2026-05-14T03:18:19Z	21752,93467	9	10	8
2026-05-14T03:18:24Z	21765,93467	9	10	8
2026-05-14T03:18:29Z	21782,93467	9	10	8
2026-05-14T03:18:34Z	21799,93467	9	10	8
2026-05-14T03:18:39Z	21815,93467	9	10	8
2026-05-14T03:18:44Z	21832,93467	8	10	8
2026-05-14T03:18:49Z	21847,93467	9	10	8
2026-05-14T03:18:54Z	21860,93467	9	10	8
2026-05-14T03:18:59Z	21875,93467	9	10	8
2026-05-14T03:19:04Z	21890,93467	9	10	8
2026-05-14T03:19:09Z	21903,93467	9	10	8
2026-05-14T03:19:14Z	21918,93467	9	10	8
2026-05-14T03:19:20Z	21931,93467	8	10	8
2026-05-14T03:19:25Z	21944,93467	8	10	8
2026-05-14T03:19:30Z	21957,93467	8	10	8
2026-05-14T03:19:35Z	21974,93467	9	10	8
2026-05-14T03:19:40Z	21993,93467	9	10	8
2026-05-14T03:19:45Z	22008,93467	9	10	8
2026-05-14T03:19:50Z	22021,93467	9	10	8
2026-05-14T03:19:55Z	22034,93467	9	10	8
2026-05-14T03:20:00Z	22049,93467	9	10	8
2026-05-14T03:20:05Z	22070,93467	8	10	8
2026-05-14T03:20:10Z	22084,93467	8	10	8
2026-05-14T03:20:16Z	22097,93467	8	10	8
2026-05-14T03:20:21Z	22110,93467	8	10	8
2026-05-14T03:20:26Z	22123,93467	8	10	8
2026-05-14T03:20:31Z	22182,93467	8	10	8
2026-05-14T03:20:36Z	22214,93467	8	10	8
2026-05-14T03:20:41Z	22230,93467	8	10	8
2026-05-14T03:20:46Z	22243,93467	8	10	8
2026-05-14T03:20:51Z	22256,93467	8	10	8
2026-05-14T03:20:56Z	22291,93467	9	10	8
2026-05-14T03:21:01Z	22305,93467	9	10	8
2026-05-14T03:21:06Z	22321,93467	9	10	8
2026-05-14T03:21:11Z	22334,93467	9	10	8
2026-05-14T03:21:17Z	22347,93467	9	10	8
2026-05-14T03:21:22Z	22368,93467	8	10	8
2026-05-14T03:21:27Z	22381,93467	8	10	8
2026-05-14T03:21:32Z	22400,93467	8	10	8
2026-05-14T03:21:37Z	22413,93467	8	10	8
2026-05-14T03:21:42Z	22430,93467	11	11	8
2026-05-14T03:21:47Z	22453,93467	11	11	8
2026-05-14T03:21:52Z	22466,93467	11	11	8
2026-05-14T03:21:57Z	22483,93467	9	11	8
2026-05-14T03:22:02Z	22545,93467	9	11	8
2026-05-14T03:22:07Z	22762,93467	9	11	8
2026-05-14T03:22:12Z	22934,93467	9	11	8
2026-05-14T03:22:17Z	23038,93467	9	11	8
2026-05-14T03:22:23Z	23051,93467	8	11	8
2026-05-14T03:22:28Z	23067,93467	8	11	8
2026-05-14T03:22:33Z	23083,93467	8	11	8
2026-05-14T03:22:38Z	23103,93467	8	11	8
2026-05-14T03:22:43Z	23150,93467	8	11	8
2026-05-14T03:22:48Z	23198,93467	8	11	8
2026-05-14T03:22:53Z	23211,93467	8	11	8
2026-05-14T03:22:58Z	23225,93467	8	11	8
2026-05-14T03:23:03Z	23252,93467	8	11	8
2026-05-14T03:23:08Z	23265,93467	9	11	8
2026-05-14T03:23:13Z	23280,93467	9	11	8
2026-05-14T03:23:18Z	23302,93467	9	11	8
2026-05-14T03:23:24Z	23363,93467	9	11	8
2026-05-14T03:23:29Z	23376,93467	9	11	8
2026-05-14T03:23:34Z	23390,93467	8	11	8
2026-05-14T03:23:39Z	23403,93467	8	11	8
2026-05-14T03:23:44Z	23424,93467	8	11	8
2026-05-14T03:23:49Z	23437,93467	8	11	8
2026-05-14T03:23:54Z	23450,93467	8	11	8
2026-05-14T03:23:59Z	23466,93467	8	11	8
2026-05-14T03:24:04Z	23483,93467	8	11	8
2026-05-14T03:24:09Z	23499,93467	8	11	8
2026-05-14T03:24:14Z	23512,93467	8	11	8
2026-05-14T03:24:19Z	23525,93467	8	11	8
2026-05-14T03:24:25Z	23538,93467	8	11	8
2026-05-14T03:24:30Z	23551,93467	8	11	8
2026-05-14T03:24:35Z	23565,93467	8	11	8
2026-05-14T03:24:40Z	23578,93467	9	11	8
2026-05-14T03:24:45Z	23599,93467	9	11	8
2026-05-14T03:24:50Z	23612,93467	9	11	8
2026-05-14T03:24:55Z	23625,93467	9	11	8
2026-05-14T03:25:00Z	23638,93467	9	11	8
2026-05-14T03:25:05Z	23670,93467	8	11	8
2026-05-14T03:25:10Z	23683,93467	8	11	8
2026-05-14T03:25:15Z	23700,93467	8	11	8
2026-05-14T03:25:20Z	23726,93467	8	11	8
2026-05-14T03:25:25Z	23739,93467	8	11	8
2026-05-14T03:25:31Z	23753,93467	8	11	8
2026-05-14T03:25:36Z	23770,93467	8	11	8
2026-05-14T03:25:41Z	23783,93467	8	11	8
2026-05-14T03:25:46Z	23806,93467	8	11	8
2026-05-14T03:25:51Z	23826,93467	8	11	8
2026-05-14T03:25:56Z	23841,93467	8	11	8
2026-05-14T03:26:01Z	23857,93467	8	11	8
2026-05-14T03:26:06Z	23871,93467	8	11	8
2026-05-14T03:26:11Z	23884,93467	9	11	8
2026-05-14T03:26:16Z	23899,93467	9	11	8
2026-05-14T03:26:21Z	23914,93467	9	11	8
2026-05-14T03:26:26Z	23928,93467	9	11	8
2026-05-14T03:26:31Z	23944,93467	9	11	8
2026-05-14T03:26:37Z	23957,93467	8	11	8
2026-05-14T03:26:42Z	23971,93467	8	11	8
2026-05-14T03:26:47Z	23987,93467	9	11	8
2026-05-14T03:26:52Z	24015,93467	9	11	8
2026-05-14T03:26:57Z	24188,93467	9	11	8
2026-05-14T03:27:02Z	24208,93467	9	11	8
2026-05-14T03:27:07Z	24241,93467	9	11	8
2026-05-14T03:27:12Z	24349,93467	9	11	8
2026-05-14T03:27:17Z	24409,93467	9	11	8
2026-05-14T03:27:22Z	24532,93467	9	11	8
2026-05-14T03:27:28Z	24560,93467	9	11	8
2026-05-14T03:27:33Z	24653,93467	9	11	8
2026-05-14T03:27:38Z	24683,93467	9	11	8
2026-05-14T03:27:43Z	24703,93467	9	11	8
2026-05-14T03:27:48Z	24716,93467	9	11	8
2026-05-14T03:27:53Z	24734,93467	9	11	8
2026-05-14T03:27:58Z	24776,93467	9	11	8
2026-05-14T03:28:03Z	24843,93467	8	11	8
2026-05-14T03:28:08Z	24861,93467	8	11	8
2026-05-14T03:28:13Z	24874,93467	8	11	8
2026-05-14T03:28:18Z	24889,93467	8	11	8
2026-05-14T03:28:23Z	24902,93467	8	11	8
2026-05-14T03:28:28Z	24998,93467	8	11	8
2026-05-14T03:28:33Z	25018,93467	8	11	8
2026-05-14T03:28:39Z	25034,93467	8	11	8
2026-05-14T03:28:44Z	25056,93467	9	11	8
2026-05-14T03:28:50Z	25069,93467	9	11	8
2026-05-14T03:28:55Z	25082,93467	9	11	8
2026-05-14T03:29:00Z	25108,93467	9	11	8
2026-05-14T03:29:05Z	25145,93467	9	11	8
2026-05-14T03:29:10Z	25158,93467	9	11	8
2026-05-14T03:29:15Z	25173,93467	9	11	8
2026-05-14T03:29:20Z	25192,93467	9	11	8
2026-05-14T03:29:25Z	25205,93467	9	11	8
2026-05-14T03:29:30Z	25221,93467	9	11	8
2026-05-14T03:29:36Z	25234,93467	8	11	8
2026-05-14T03:29:41Z	25248,93467	9	11	8
2026-05-14T03:29:46Z	25262,93467	9	11	8
2026-05-14T03:29:51Z	25275,93467	9	11	8
2026-05-14T03:29:56Z	25288,93467	9	11	8
2026-05-14T03:30:01Z	25314,93467	9	11	8
2026-05-14T03:30:06Z	25337,93467	8	11	8
2026-05-14T03:30:11Z	25351,93467	8	11	8
2026-05-14T03:30:16Z	25365,93467	9	11	8
2026-05-14T03:30:21Z	25379,93467	9	11	8
2026-05-14T03:30:26Z	25392,93467	9	11	8
2026-05-14T03:30:31Z	25406,93467	9	11	8
2026-05-14T03:30:36Z	25420,93467	8	11	8
2026-05-14T03:30:42Z	25434,93467	9	11	8
2026-05-14T03:30:47Z	25449,93467	9	11	8
2026-05-14T03:30:52Z	25462,93467	9	11	8
2026-05-14T03:30:57Z	25476,93467	9	11	8
2026-05-14T03:31:02Z	25491,93467	9	11	8
2026-05-14T03:31:07Z	25505,93467	8	11	8
2026-05-14T03:31:12Z	25519,93467	9	11	8
2026-05-14T03:31:17Z	25533,93467	9	11	8
2026-05-14T03:31:22Z	25547,93467	9	11	8
2026-05-14T03:31:27Z	25562,93467	9	11	8
2026-05-14T03:31:32Z	25576,93467	9	11	8
2026-05-14T03:31:37Z	25592,93467	8	11	8
2026-05-14T03:31:42Z	25607,93467	8	11	8
2026-05-14T03:31:48Z	25621,93467	8	11	8
2026-05-14T03:31:53Z	25789,93467	8	11	8
2026-05-14T03:31:58Z	25892,93467	8	11	8
2026-05-14T03:32:03Z	26149,93467	8	11	8
2026-05-14T03:32:08Z	26162,93467	8	11	8
2026-05-14T03:32:13Z	26178,93467	8	11	8
2026-05-14T03:32:18Z	26191,93467	9	11	8
2026-05-14T03:32:23Z	26231,93467	9	11	8
2026-05-14T03:32:28Z	26293,93467	9	11	8
2026-05-14T03:32:33Z	26308,93467	8	11	8
2026-05-14T03:32:38Z	26325,93467	8	11	8
2026-05-14T03:32:43Z	26338,93467	8	11	8
2026-05-14T03:32:49Z	26356,93467	9	11	8
2026-05-14T03:32:54Z	26369,93467	9	11	8
2026-05-14T03:32:59Z	26382,93467	9	11	8
2026-05-14T03:33:04Z	26397,93467	8	11	8
2026-05-14T03:33:09Z	26415,93467	8	11	8
2026-05-14T03:33:14Z	26428,93467	8	11	8
2026-05-14T03:33:19Z	26442,93467	8	11	8
2026-05-14T03:33:24Z	26461,93467	8	11	8
2026-05-14T03:33:29Z	26476,93467	8	11	8
2026-05-14T03:33:34Z	26496,93467	8	11	8
2026-05-14T03:33:39Z	26511,93467	9	11	8
2026-05-14T03:33:44Z	26527,93467	9	11	8
2026-05-14T03:33:50Z	26545,93467	9	11	8
2026-05-14T03:33:55Z	26575,93467	9	11	8
2026-05-14T03:34:00Z	26600,93467	9	11	8
2026-05-14T03:34:05Z	26614,93467	9	11	8
2026-05-14T03:34:10Z	26627,93467	9	11	8
2026-05-14T03:34:15Z	26649,93467	9	11	8
2026-05-14T03:34:20Z	26663,93467	11	11	8
2026-05-14T03:34:25Z	26676,93467	11	11	8
2026-05-14T03:34:30Z	26695,93467	11	11	8
2026-05-14T03:34:35Z	26709,93467	11	11	8
2026-05-14T03:34:40Z	26725,93467	11	11	8
2026-05-14T03:34:45Z	26756,93467	11	11	8
2026-05-14T03:34:50Z	26769,93467	8	11	8
2026-05-14T03:34:56Z	26782,93467	8	11	8
2026-05-14T03:35:01Z	26802,93467	8	11	8
2026-05-14T03:35:06Z	26824,93467	9	11	8
2026-05-14T03:35:11Z	26848,93467	9	11	8
2026-05-14T03:35:16Z	26868,93467	9	11	8
2026-05-14T03:35:21Z	26882,93467	9	11	8
2026-05-14T03:35:26Z	26898,93467	10	11	8
2026-05-14T03:35:31Z	26912,93467	10	11	8
2026-05-14T03:35:36Z	26925,93467	10	11	8
2026-05-14T03:35:41Z	26938,93467	10	11	8
2026-05-14T03:35:46Z	26953,93467	10	11	8
2026-05-14T03:35:51Z	26969,93467	8	11	8
2026-05-14T03:35:57Z	26982,93467	9	11	8
2026-05-14T03:36:02Z	26996,93467	9	11	8
2026-05-14T03:36:07Z	27014,93467	9	11	8
2026-05-14T03:36:12Z	27029,93467	9	11	8
2026-05-14T03:36:17Z	27042,93467	9	11	8
2026-05-14T03:36:22Z	27055,93467	8	11	8
2026-05-14T03:36:27Z	27068,93467	8	11	8
2026-05-14T03:36:32Z	27082,93467	8	11	8
2026-05-14T03:36:37Z	27095,93467	8	11	8
2026-05-14T03:36:42Z	27112,93467	8	11	8
2026-05-14T03:36:47Z	27127,93467	8	11	8
2026-05-14T03:36:53Z	27140,93467	8	11	8
2026-05-14T03:36:58Z	27153,93467	9	11	8
2026-05-14T03:37:03Z	27191,93467	9	11	8
2026-05-14T03:37:08Z	27409,93467	9	11	8
2026-05-14T03:37:13Z	27591,93467	9	11	8
2026-05-14T03:37:18Z	27700,93467	9	11	8
2026-05-14T03:37:23Z	27717,93467	9	11	8
2026-05-14T03:37:28Z	27751,93467	9	11	8
2026-05-14T03:37:33Z	27765,93467	9	11	8
2026-05-14T03:37:38Z	27781,93467	9	11	8
2026-05-14T03:37:43Z	27808,93467	9	11	8
2026-05-14T03:37:48Z	27868,93467	8	11	8
2026-05-14T03:37:54Z	27901,93467	8	11	8
2026-05-14T03:37:59Z	27914,93467	8	11	8
2026-05-14T03:38:04Z	27932,93467	9	11	8
2026-05-14T03:38:09Z	27945,93467	9	11	8
2026-05-14T03:38:14Z	27959,93467	9	11	8
2026-05-14T03:38:19Z	27972,93467	9	11	8
2026-05-14T03:38:24Z	27985,93467	9	11	8
2026-05-14T03:38:29Z	27998,93467	9	11	8
2026-05-14T03:38:34Z	28012,93467	9	11	8
2026-05-14T03:38:39Z	28025,93467	9	11	8
2026-05-14T03:38:44Z	28038,93467	9	11	8
2026-05-14T03:38:49Z	28051,93467	9	11	8
2026-05-14T03:38:55Z	28064,93467	9	11	8
2026-05-14T03:39:00Z	28077,93467	9	11	8
2026-05-14T03:39:05Z	28091,93467	8	11	8
2026-05-14T03:39:10Z	28110,93467	8	11	8
2026-05-14T03:39:15Z	28123,93467	9	11	8
2026-05-14T03:39:20Z	28136,93467	9	11	8
2026-05-14T03:39:25Z	28149,93467	9	11	8
2026-05-14T03:39:30Z	28162,93467	9	11	8
2026-05-14T03:39:35Z	28176,93467	9	11	8
2026-05-14T03:39:40Z	28189,93467	9	11	8
2026-05-14T03:39:45Z	28202,93467	9	11	8
2026-05-14T03:39:50Z	28215,93467	8	11	8
2026-05-14T03:39:56Z	28228,93467	8	11	8
2026-05-14T03:40:01Z	28245,93467	9	11	8
2026-05-14T03:40:06Z	28264,93467	9	11	8
2026-05-14T03:40:11Z	28277,93467	9	11	8
2026-05-14T03:40:16Z	28290,93467	9	11	8
2026-05-14T03:40:21Z	28306,93467	9	11	8
2026-05-14T03:40:26Z	28319,93467	9	11	8
2026-05-14T03:40:31Z	28333,93467	9	11	8
2026-05-14T03:40:36Z	28347,93467	8	11	8
2026-05-14T03:40:41Z	28363,93467	8	11	8
2026-05-14T03:40:46Z	28376,93467	8	11	8
2026-05-14T03:40:52Z	28389,93467	8	11	8
2026-05-14T03:40:57Z	28402,93467	8	11	8
2026-05-14T03:41:02Z	28420,93467	9	11	8
2026-05-14T03:41:07Z	28434,93467	9	11	8
2026-05-14T03:41:12Z	28447,93467	9	11	8
2026-05-14T03:41:17Z	28461,93467	9	11	8
2026-05-14T03:41:22Z	28476,93467	8	11	8
2026-05-14T03:41:27Z	28489,93467	8	11	8
2026-05-14T03:41:33Z	28503,93467	8	11	8
2026-05-14T03:41:38Z	28517,93467	9	11	8
2026-05-14T03:41:43Z	28530,93467	9	11	8
2026-05-14T03:41:48Z	28697,93467	9	11	8
2026-05-14T03:41:53Z	28850,93467	9	11	8
2026-05-14T03:41:58Z	29055,93467	9	11	8
2026-05-14T03:42:03Z	29069,93467	9	11	8
2026-05-14T03:42:08Z	29088,93467	9	11	8
2026-05-14T03:42:13Z	29101,93467	9	11	8
2026-05-14T03:42:18Z	29138,93467	9	11	8
2026-05-14T03:42:23Z	29192,93467	9	11	8
2026-05-14T03:42:29Z	29219,93467	9	11	8
2026-05-14T03:42:34Z	29235,93467	9	11	8
2026-05-14T03:42:39Z	29267,93467	9	11	8
2026-05-14T03:42:44Z	29286,93467	9	11	8
